"roi_num","hemi","network","subregion"
205,"R","VisCent","ExStr5"
206,"R","VisCent","ExStr6"
207,"R","VisCent","Striate1"
208,"R","VisCent","ExStr7"
209,"R","VisCent","ExStr8"
210,"R","VisCent","ExStr9"
211,"R","VisCent","ExStr10"
212,"R","VisCent","ExStr11"
213,"R","VisPeri","ExStrInf1"
214,"R","VisPeri","ExStrInf2"
215,"R","VisPeri","ExStrInf3"
216,"R","VisPeri","ExStrInf4"
217,"R","VisPeri","ExStrInf5"
218,"R","VisPeri","StriCal1"
219,"R","VisPeri","StriCal2"
220,"R","VisPeri","ExStrSup1"
221,"R","VisPeri","ExStrSup2"
222,"R","VisPeri","ExStrSup3"
223,"R","VisPeri","ExStrSup4"
224,"R","SomMotA","1"
225,"R","SomMotA","2"
226,"R","SomMotA","3"
227,"R","SomMotA","4"
228,"R","SomMotA","5"
229,"R","SomMotA","6"
230,"R","SomMotA","7"
231,"R","SomMotA","8"
232,"R","SomMotA","9"
233,"R","SomMotA","10"
234,"R","SomMotA","11"
235,"R","SomMotA","12"
236,"R","SomMotA","13"
237,"R","SomMotA","14"
238,"R","SomMotA","15"
239,"R","SomMotA","16"
240,"R","SomMotA","17"
241,"R","SomMotA","18"
242,"R","SomMotA","19"
243,"R","SomMotA","20"
244,"R","SomMotB","Aud1"
245,"R","SomMotB","Aud2"
246,"R","SomMotB","Ins1"
247,"R","SomMotB","S21"
248,"R","SomMotB","S22"
249,"R","SomMotB","Aud3"
250,"R","SomMotB","S23"
251,"R","SomMotB","S24"
252,"R","SomMotB","S25"
253,"R","SomMotB","S26"
254,"R","SomMotB","S27"
255,"R","SomMotB","S28"
256,"R","SomMotB","Cent1"
257,"R","SomMotB","Cent2"
258,"R","SomMotB","Cent3"
259,"R","DorsAttnA","TempOcc1"
260,"R","DorsAttnA","TempOcc2"
261,"R","DorsAttnA","TempOcc3"
262,"R","DorsAttnA","ParOcc1"
263,"R","DorsAttnA","ParOcc2"
264,"R","DorsAttnA","ParOcc3"
265,"R","DorsAttnA","SPL1"
266,"R","DorsAttnA","SPL2"
267,"R","DorsAttnA","SPL3"
268,"R","DorsAttnA","SPL4"
269,"R","DorsAttnA","SPL5"
270,"R","DorsAttnA","SPL6"
271,"R","DorsAttnA","SPL7"
272,"R","DorsAttnA","SPL8"
273,"R","DorsAttnB","TempOcc1"
274,"R","DorsAttnB","PostC1"
275,"R","DorsAttnB","PostC2"
276,"R","DorsAttnB","PostC3"
277,"R","DorsAttnB","PostC4"
278,"R","DorsAttnB","PostC5"
279,"R","DorsAttnB","PostC6"
280,"R","DorsAttnB","PostC7"
281,"R","DorsAttnB","PostC8"
282,"R","DorsAttnB","FEF1"
283,"R","DorsAttnB","FEF2"
284,"R","DorsAttnB","FEF3"
285,"R","SalVentAttnA","ParOper1"
286,"R","SalVentAttnA","ParOper2"
287,"R","SalVentAttnA","ParOper3"
288,"R","SalVentAttnA","PrC1"
289,"R","SalVentAttnA","Ins1"
290,"R","SalVentAttnA","Ins2"
291,"R","SalVentAttnA","Ins3"
292,"R","SalVentAttnA","Ins4"
293,"R","SalVentAttnA","FrOper1"
294,"R","SalVentAttnA","FrOper2"
295,"R","SalVentAttnA","FrOper3"
296,"R","SalVentAttnA","FrMed1"
297,"R","SalVentAttnA","ParMed1"
298,"R","SalVentAttnA","ParMed2"
299,"R","SalVentAttnA","FrMed2"
300,"R","SalVentAttnA","ParMed3"
301,"R","SalVentAttnA","ParMed4"
302,"R","SalVentAttnA","FrMed3"
303,"R","SalVentAttnA","FrMed4"
304,"R","SalVentAttnB","IPL1"
305,"R","SalVentAttnB","PFClv1"
306,"R","SalVentAttnB","PFCl1"
307,"R","SalVentAttnB","PFCl2"
308,"R","SalVentAttnB","PFCl3"
309,"R","SalVentAttnB","Ins1"
310,"R","SalVentAttnB","Ins2"
311,"R","SalVentAttnB","PFCmp1"
312,"R","SalVentAttnB","PFCmp2"
313,"R","LimbicB","OFC1"
314,"R","LimbicB","OFC2"
315,"R","LimbicB","OFC3"
316,"R","LimbicB","OFC4"
317,"R","LimbicB","OFC5"
318,"R","LimbicB","OFC6"
319,"R","LimbicA","TempPole1"
320,"R","LimbicA","TempPole2"
321,"R","LimbicA","TempPole3"
322,"R","LimbicA","TempPole4"
323,"R","LimbicA","TempPole5"
324,"R","LimbicA","TempPole6"
325,"R","ContA","IPS1"
326,"R","ContA","IPS2"
327,"R","ContA","IPS3"
328,"R","ContA","IPS4"
329,"R","ContA","PFCd1"
330,"R","ContA","PFCl1"
331,"R","ContA","PFCl2"
332,"R","ContA","PFCl3"
333,"R","ContA","PFCl4"
334,"R","ContA","PFCl5"
335,"R","ContA","Cingm1"
336,"R","ContB","Temp1"
337,"R","ContB","Temp2"
338,"R","ContB","IPL1"
339,"R","ContB","IPL2"
340,"R","ContB","IPL3"
341,"R","ContB","IPL4"
342,"R","ContB","PFCld1"
343,"R","ContB","PFCld2"
344,"R","ContB","PFCld3"
345,"R","ContB","PFCld4"
346,"R","ContB","PFClv1"
347,"R","ContB","PFClv2"
348,"R","ContB","PFClv3"
349,"R","ContB","PFClv4"
350,"R","ContB","PFCmp1"
351,"R","ContC","pCun1"
352,"R","ContC","pCun2"
353,"R","ContC","pCun3"
354,"R","ContC","pCun4"
355,"R","ContC","pCun5"
356,"R","ContC","Cingp1"
357,"R","ContC","Cingp2"
358,"R","DefaultA","Temp1"
359,"R","DefaultA","IPL1"
360,"R","DefaultA","IPL2"
361,"R","DefaultA","PFCd1"
362,"R","DefaultA","PFCd2"
363,"R","DefaultA","pCunPCC1"
364,"R","DefaultA","pCunPCC2"
365,"R","DefaultA","pCunPCC3"
366,"R","DefaultA","pCunPCC4"
367,"R","DefaultA","pCunPCC5"
368,"R","DefaultA","PFCm1"
369,"R","DefaultA","PFCm2"
370,"R","DefaultA","PFCm3"
371,"R","DefaultA","PFCm4"
372,"R","DefaultA","PFCm5"
373,"R","DefaultA","PFCm6"
374,"R","DefaultB","Temp1"
375,"R","DefaultB","Temp2"
376,"R","DefaultB","AntTemp1"
377,"R","DefaultB","PFCd1"
378,"R","DefaultB","PFCd2"
379,"R","DefaultB","PFCd3"
380,"R","DefaultB","PFCd4"
381,"R","DefaultB","PFCd5"
382,"R","DefaultB","PFCv1"
383,"R","DefaultB","PFCv2"
384,"R","DefaultB","PFCv3"
385,"R","DefaultC","IPL1"
386,"R","DefaultC","IPL2"
387,"R","DefaultC","Rsp1"
388,"R","DefaultC","Rsp2"
389,"R","DefaultC","PHC1"
390,"R","DefaultC","PHC2"
391,"R","TempPar","1"
392,"R","TempPar","2"
393,"R","TempPar","3"
394,"R","TempPar","4"
395,"R","TempPar","5"
396,"R","TempPar","6"
397,"R","TempPar","7"
398,"R","TempPar","8"
399,"R","TempPar","9"
400,"R","TempPar","10"
